target_type,scale_k,wind_capacity_MW,pv_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible
full_production_autonomy,28.74,1149.6,1839.36,25918.915142,0.0,4544226.996,0.922755,27621.72433,0.999958,0
full_production_autonomy,28.76,1150.4,1840.64,25919.044569,0.0,4547652.228,0.922808,27639.623698,0.999963,0
full_production_autonomy,28.78,1151.2,1841.92,25919.173995,0.0,4551077.46,0.922861,27657.522888,0.999968,0
full_production_autonomy,28.8,1152.0,1843.2,25919.303422,0.0,4554502.692,0.922915,27675.4219,0.999973,0
full_production_autonomy,28.82,1152.8,1844.48,25919.432848,0.0,4557927.924,0.922968,27693.320732,0.999978,0
full_production_autonomy,28.84,1153.6,1845.76,25919.562275,0.0,4561353.156,0.923021,27711.219386,0.999983,0
full_production_autonomy,28.86,1154.4,1847.04,25919.691701,0.0,4564778.388,0.923074,27729.117861,0.999988,0
full_production_autonomy,28.88,1155.2,1848.32,25919.821128,0.0,4568203.62,0.923127,27747.016157,0.999993,0
full_production_autonomy,28.9,1156.0,1849.6,25919.950554,0.0,4571628.852,0.92318,27764.914275,0.999998,0
full_production_autonomy,28.92,1156.8,1850.88,25920.0,0.0,4575055.1904,0.923233,27782.892796,1.0,1
full_production_autonomy,28.907639,1156.305565,1850.088904,25919.99999,0.0,4572937.141317,0.9232,27771.750528,1.0,1
